Name,Description,Programming languages,Forks count,Stars count,Commits count,Pull requests count,Contributors count,Releases counts,Url,Mentions current AI terms,Languages count,Stars per contributor
sktime sktime,A unified framework for machine learning with time series,"['Python', 'Jupyter Notebook', 'CSS', 'MATLAB', 'Makefile', 'Shell']",1730,9379,5813,449,510,97,https://github.com/sktime/sktime,False,6,18.39
microsoft agent-lightning,The absolute trainer to light up AI agents.,"['Python', 'TypeScript', 'JavaScript', 'CSS', 'Shell', 'HTML']",747,9288,199,26,19,6,https://github.com/microsoft/agent-lightning,False,6,488.84
promptfoo promptfoo,"Test your prompts, agents, and RAGs. AI Red teaming, pentesting, and vulnerability scanning for LLMs. Compare performance of GPT, Claude, Gemini, Llama, and more. Simple declarative configs with command line and CI/CD integration.","['TypeScript', 'CSS', 'JavaScript', 'Python', 'Go', 'Shell']",805,9288,6324,74,235,367,https://github.com/promptfoo/promptfoo,False,6,39.52
openvinotoolkit openvino,OpenVINO™ is an open source toolkit for optimizing and deploying AI inference,"['C++', 'Python', 'C', 'CMake', 'JavaScript', 'Shell']",2854,9283,20605,267,686,55,https://github.com/openvinotoolkit/openvino,False,6,13.53
HugoBlox hugo-blox-builder,⚡ HugoBlox: Markdown sites in minutes. Academic/resume/lab/portfolio for AI researchers & startups. Premium templates. Deploy to GitHub Pages now in 1-click 👇,"['HTML', 'CSS', 'JavaScript', 'Python', 'Jupyter Notebook', 'Shell', 'TeX']",2961,9208,2052,1,195,53,https://github.com/HugoBlox/hugo-blox-builder,False,7,47.22
PeterL1n RobustVideoMatting,"Robust Video Matting in PyTorch, TensorFlow, TensorFlow.js, ONNX, CoreML!",['Python'],1189,9171,34,7,5,1,https://github.com/PeterL1n/RobustVideoMatting,False,1,1834.2
pipecat-ai pipecat,Open Source framework for voice and multimodal conversational AI,"['Python', 'Shell']",1484,9152,6471,77,170,95,https://github.com/pipecat-ai/pipecat,False,2,53.84
replicate cog,Containers for machine learning,"['Go', 'HTML', 'Python', 'Shell']",641,9124,1891,69,81,208,https://github.com/replicate/cog,False,4,112.64
dice2o BingGPT,"Desktop application of new Bing's AI-powered chat (Windows, macOS and Linux)",['JavaScript'],685,9088,46,6,2,19,https://github.com/dice2o/BingGPT,False,1,4544.0
wangrongding wechat-bot,🤖一个基于 WeChaty 结合 DeepSeek / ChatGPT / Kimi / 讯飞等Ai服务实现的微信机器人 ，可以用来帮助你自动回复微信消息，或者管理微信群/好友，检测僵尸粉等...,"['JavaScript', 'Dockerfile']",1075,9057,216,4,23,2,https://github.com/wangrongding/wechat-bot,False,2,393.78
skypilot-org skypilot,"Run, manage, and scale AI workloads on any AI infrastructure. Use one system to access & manage all AI compute (Kubernetes, 20+ clouds, or on-prem).","['Python', 'JavaScript', 'Shell', 'Jinja', 'HTML', 'Go', 'Other']",861,9044,4298,133,199,28,https://github.com/skypilot-org/skypilot,False,7,45.45
Stability-AI StableStudio,Community interface for generative AI,"['TypeScript', 'Other']",929,9036,52,15,6,0,https://github.com/Stability-AI/StableStudio,False,2,1506.0
mrousavy react-native-vision-camera,"📸 A powerful, high-performance React Native Camera library.","['Swift', 'TypeScript', 'Kotlin', 'C++', 'Objective-C++', 'Java', 'Other']",1303,9033,1784,107,118,196,https://github.com/mrousavy/react-native-vision-camera,False,7,76.55
AirtestProject Airtest,UI Automation Framework for Games and Apps,"['Python', 'HTML', 'JavaScript', 'CSS']",1384,9016,1010,15,44,24,https://github.com/AirtestProject/Airtest,False,4,204.91
krillinai KrillinAI,Video translation and dubbing tool powered by LLMs. The video translator offers 100 language translations and one-click full-process deployment. The video translation output is optimized for platforms like YouTube，TikTok. AI视频翻译配音工具，100种语言双向翻译，一键部署全流程，可以生抖音，小红书，哔哩哔哩，视频号，TikTok，Youtube等形态的内容成适配,"['Go', 'HTML', 'Dockerfile']",750,9009,451,0,10,23,https://github.com/krillinai/KrillinAI,False,3,900.9
a16z-infra ai-town,"A MIT-licensed, deployable starter kit for building and customizing your own version of AI town - a virtual town where AI characters live, chat and socialize.","['TypeScript', 'JavaScript', 'HTML', 'Other']",927,9008,1140,1,34,0,https://github.com/a16z-infra/ai-town,False,4,264.94
databendlabs databend,"𝗔𝗜-𝗡𝗮𝘁𝗶𝘃𝗲 𝗗𝗮𝘁𝗮 𝗪𝗮𝗿𝗲𝗵𝗼𝘂𝘀𝗲. Blazing analytics, fast search, geo insights, vector AI. Built for multimodal analytics, Open-source Snowflake alternative. https://databend.com","['Rust', 'Shell', 'Python', 'C', 'Jinja', 'Lua']",837,8997,33662,61,212,1723,https://github.com/databendlabs/databend,False,6,42.44
MemoriLabs Memori,"Open-Source Memory Engine for LLMs, AI Agents & Multi-Agent Systems","['Python', 'Other']",642,8986,310,21,21,10,https://github.com/MemoriLabs/Memori,True,2,427.9
kyrolabs awesome-langchain,😎 Awesome list of tools and projects with the awesome LangChain framework,[],643,8985,355,2,57,0,https://github.com/kyrolabs/awesome-langchain,False,0,157.63
zyddnys manga-image-translator,Translate manga/image 一键翻译各类图片内文字 https://cotrans.touhou.ai/ (no longer working),"['Python', 'HTML', 'Cuda', 'TypeScript', 'C++', 'Jupyter Notebook', 'Other']",877,8966,1988,5,86,5,https://github.com/zyddnys/manga-image-translator,False,7,104.26
yihong0618 bilingual_book_maker,Make bilingual epub books Using AI translate,"['Python', 'Other']",1210,8949,241,8,69,5,https://github.com/yihong0618/bilingual_book_maker,False,2,129.7
activeloopai deeplake,"Database for AI. Store Vectors, Images, Texts, Videos, etc. Use with LLMs/LangChain. Store, query, version, & visualize any AI data. Stream data in real-time to PyTorch/TensorFlow. https://activeloop.ai",['Python'],694,8916,9227,10,93,255,https://github.com/activeloopai/deeplake,False,1,95.87
friuns2 BlackFriday-GPTs-Prompts,List of free GPTs that doesn't require plus subscription,[],1321,8873,59,8,2,0,https://github.com/friuns2/BlackFriday-GPTs-Prompts,False,0,4436.5
OlafenwaMoses ImageAI,A python library built to empower developers to build applications and systems with self-contained Computer Vision capabilities,"['Python', 'Cython']",2204,8848,385,24,16,12,https://github.com/OlafenwaMoses/ImageAI,False,2,553.0
coaidev coai,🚀 Next Generation AI One-Stop Internationalization Solution. 🚀 下一代 AI 一站式 B/C 端解决方案，支持 OpenAI，Midjourney，Claude，讯飞星火，Stable Diffusion，DALL·E，ChatGLM，通义千问，腾讯混元，360 智脑，百川 AI，火山方舟，新必应，Gemini，Moonshot 等模型，支持对话分享，自定义预设，云端同步，模型市场，支持弹性计费和订阅计划模式，支持图片解析，支持联网搜索，支持模型缓存，丰富美观的后台管理与仪表盘数据统计。,"['TypeScript', 'Go', 'Less', 'JavaScript', 'PHP', 'HTML', 'Other']",1178,8840,914,5,19,15,https://github.com/coaidev/coai,False,7,465.26
TEN-framework ten-framework,Open-source framework for conversational voice AI agents,"['Python', 'C', 'C++', 'Rust', 'TypeScript', 'Go', 'Other']",1025,8801,1741,20,60,89,https://github.com/TEN-framework/ten-framework,False,7,146.68
evilsocket pwnagotchi,(⌐■_■) - Deep Reinforcement Learning instrumenting bettercap for WiFi pwning.,"['Python', 'HTML', 'Makefile']",1232,8788,1744,29,145,21,https://github.com/evilsocket/pwnagotchi,False,3,60.61
Nutlope aicommits,A CLI that writes your git commit messages for you with AI,['TypeScript'],451,8750,273,10,26,25,https://github.com/Nutlope/aicommits,False,1,336.54
sigoden aichat,"All-in-one LLM CLI tool featuring Shell Assistant, Chat-REPL, RAG, AI Tools & Agents, with access to OpenAI, Claude, Gemini, Ollama, Groq, and more.","['Rust', 'HTML', 'Shell', 'PowerShell', 'Nushell']",570,8738,986,11,37,31,https://github.com/sigoden/aichat,True,5,236.16
YaoFANGUK video-subtitle-remover,基于AI的图片/视频硬字幕去除、文本水印去除，无损分辨率生成去字幕、去水印后的图片/视频文件。无需申请第三方API，本地实现。AI-based tool for removing hard-coded subtitles and text-like watermarks from videos or Pictures.,"['Python', 'Dockerfile']",1087,8702,123,2,3,3,https://github.com/YaoFANGUK/video-subtitle-remover,False,2,2900.67
dusty-nv jetson-inference,Hello AI World guide to deploying deep-learning inference networks and deep vision primitives with TensorRT and NVIDIA Jetson.,"['C++', 'Python', 'CSS', 'Shell', 'Cuda', 'HTML', 'Other']",3083,8620,2241,43,21,1,https://github.com/dusty-nv/jetson-inference,False,7,410.48
microsoft TypeChat,TypeChat is a library that makes it easy to build natural language interfaces using types.,"['TypeScript', 'Python', 'Jupyter Notebook', 'Nunjucks', 'JavaScript', 'CSS', 'HTML']",405,8591,366,31,28,0,https://github.com/microsoft/TypeChat,False,7,306.82
aimacode aima-python,"Python implementation of algorithms from Russell And Norvig's ""Artificial Intelligence - A Modern Approach""","['Jupyter Notebook', 'Python', 'Other']",4014,8590,1190,91,111,0,https://github.com/aimacode/aima-python,False,3,77.39
mage-ai mage-ai,"🧙 Build, run, and manage data pipelines for integrating and transforming data.","['Python', 'TypeScript', 'HTML', 'CSS', 'SCSS', 'JavaScript', 'Other']",893,8577,5726,108,153,59,https://github.com/mage-ai/mage-ai,False,7,56.06
Zackriya-Solutions meeting-minutes,"A free and open source, self hosted Ai based live meeting note taker and minutes summary generator that can completely run in your Local device (Mac OS and windows OS Support added. Working on adding linux support soon) https://meetily.ai/ is meetly ai","['Rust', 'TypeScript', 'C++', 'PowerShell', 'Shell', 'Python', 'Other']",691,8475,107,9,7,7,https://github.com/Zackriya-Solutions/meeting-minutes,False,7,1210.71
microsoft magentic-ui,A research prototype of a human-centered web agent,"['Python', 'TypeScript', 'JavaScript', 'Other']",881,8462,409,21,29,9,https://github.com/microsoft/magentic-ui,True,4,291.79
cloudwego eino,The ultimate LLM/AI application development framework in Golang.,['Go'],645,8450,250,25,25,99,https://github.com/cloudwego/eino,True,1,338.0
mcp-use mcp-use,mcp-use is the easiest way to interact with mcp servers with custom agents,"['TypeScript', 'Python', 'MDX', 'JavaScript', 'Shell', 'HTML', 'Other']",1001,8444,596,15,39,39,https://github.com/mcp-use/mcp-use,False,7,216.51
reorproject reor,Private & local AI personal knowledge management app for high entropy people.,"['JavaScript', 'TypeScript', 'CSS', 'SCSS', 'HTML', 'Makefile']",516,8409,2130,14,23,79,https://github.com/reorproject/reor,False,6,365.61
facebookarchive caffe2,"Caffe2 is a lightweight, modular, and scalable deep learning framework.",['Shell'],1923,8401,3680,0,188,4,https://github.com/facebookarchive/caffe2,False,1,44.69
aimeos aimeos-laravel,"Laravel ecommerce package for ultra fast online shops, scalable marketplaces, complex B2B applications and #gigacommerce","['PHP', 'Blade']",1097,8395,1280,0,26,0,https://github.com/aimeos/aimeos-laravel,False,2,322.88
netease-youdao EmotiVoice,EmotiVoice 😊: a Multi-Voice and Prompt-Controlled TTS Engine,"['Python', 'Other']",737,8388,109,6,11,0,https://github.com/netease-youdao/EmotiVoice,False,2,762.55
yikart AiToEarn,Let's use AI to Earn!,"['TypeScript', 'SCSS', 'JavaScript', 'CSS', 'EJS', 'Handlebars', 'Other']",1585,8383,2486,3,10,18,https://github.com/yikart/AiToEarn,False,7,838.3
miurla morphic,An AI-powered search engine with a generative UI,"['TypeScript', 'Other']",2288,8379,897,0,36,74,https://github.com/miurla/morphic,False,2,232.75
sebastianstarke AI4Animation,Bringing Characters to Life with Computer Brains in Unity,"['C++', 'C#', 'HLSL', 'ShaderLab', 'Python', 'C', 'Other']",1105,8377,1008,3,3,0,https://github.com/sebastianstarke/AI4Animation,False,7,2792.33
livekit agents,A powerful framework for building realtime voice AI agents 🤖🎙️📹,"['Python', 'C++', 'Other']",1989,8377,2536,186,253,326,https://github.com/livekit/agents,False,3,33.11
nebuly-ai optimate,A collection of libraries to optimise AI model performances,"['Python', 'Jupyter Notebook', 'CMake', 'Other']",632,8363,771,11,28,0,https://github.com/nebuly-ai/optimate,False,4,298.68
pipipi-pikachu PPTist,"PowerPoint-ist（/'pauəpɔintist/）, An online presentation application that replicates most of the commonly used features of MS PowerPoint, allowing for the editing and presentation of PPT online. Support AIPPT.","['Vue', 'TypeScript', 'Other']",1635,8307,1209,6,15,0,https://github.com/pipipi-pikachu/PPTist,False,3,553.8
NoFxAiOS nofx,"NOFX: Defining the Next-Generation AI Trading Operating System. A multi-exchange Al trading platform(Binance/Hyperliquid/Aster) with multi-Ai competition(deepseek/qwen/gemini/claude)self-evolution, and real-time dashboard","['Go', 'TypeScript', 'Shell', 'CSS', 'Makefile', 'JavaScript', 'HTML']",2188,8294,734,19,50,0,https://github.com/NoFxAiOS/nofx,False,7,165.88
chaitin PandaWiki,PandaWiki 是一款 AI 大模型驱动的开源知识库搭建系统，帮助你快速构建智能化的 产品文档、技术文档、FAQ、博客系统，借助大模型的力量为你提供 AI 创作、AI 问答、AI 搜索等能力。,"['TypeScript', 'Go', 'CSS', 'JavaScript', 'EJS', 'Makefile']",739,8278,1724,0,18,288,https://github.com/chaitin/PandaWiki,False,6,459.89
bentoml BentoML,"The easiest way to serve AI apps and models - Build Model Inference APIs, Job queues, LLM apps, Multi-model pipelines, and more!","['Python', 'Shell', 'Jinja', 'Starlark', 'Dockerfile', 'HTML', 'Other']",892,8278,3699,3,232,185,https://github.com/bentoml/BentoML,True,7,35.68
D4Vinci Scrapling,"🕷️ An undetectable, powerful, flexible, high-performance Python library to make Web Scraping Easy and Effortless as it should be!","['Python', 'JavaScript', 'Dockerfile']",470,8269,908,0,5,34,https://github.com/D4Vinci/Scrapling,False,3,1653.8
tmc langchaingo,"LangChain for Go, the easiest way to write LLM-based programs in Go","['Go', 'Other']",986,8145,1549,141,187,21,https://github.com/tmc/langchaingo,True,2,43.56
brycedrennan imaginAIry,Pythonic AI generation of images and videos,"['Python', 'Other']",463,8140,543,2,18,0,https://github.com/brycedrennan/imaginAIry,False,2,452.22
lencx Noi,"🚀 Power Your World with AI - Explore, Extend, Empower.","['JavaScript', 'TypeScript', 'CSS']",643,8133,117,6,11,5,https://github.com/lencx/Noi,False,3,739.36
leptonai search_with_lepton,Building a quick conversation-based search demo with Lepton AI.,"['TypeScript', 'Python', 'JavaScript', 'CSS']",1024,8132,24,9,7,0,https://github.com/leptonai/search_with_lepton,False,4,1161.71
lancedb lancedb,Developer-friendly OSS embedded retrieval library for multimodal AI. Search More; Manage Less.,"['Rust', 'Python', 'TypeScript', 'Shell', 'Java', 'JavaScript']",660,8122,2193,45,165,354,https://github.com/lancedb/lancedb,False,6,49.22
jackzhenguo python-small-examples,告别枯燥，致力于打造 Python 实用小例子，更多Python良心教程见 https://ai-jupyter.com,['Python'],1808,8119,152,1,13,0,https://github.com/jackzhenguo/python-small-examples,False,1,624.54
carson-katri dream-textures,Stable Diffusion built-in to Blender,['Python'],438,8093,187,6,14,15,https://github.com/carson-katri/dream-textures,False,1,578.07
acheong08 EdgeGPT,Reverse engineered API of Microsoft's Bing Chat AI,"['Python', 'Other']",890,7970,569,0,55,135,https://github.com/acheong08/EdgeGPT,False,2,144.91
deepseek-ai open-infra-index,Production-tested AI infrastructure tools for efficient AGI development and community-driven innovation,[],286,7936,41,0,6,0,https://github.com/deepseek-ai/open-infra-index,False,0,1322.67
Future-House paper-qa,High accuracy RAG for answering questions from scientific documents with citations,"['Python', 'HTML']",801,7891,859,7,44,159,https://github.com/Future-House/paper-qa,True,2,179.34
TheLastBen fast-stable-diffusion,fast-stable-diffusion + DreamBooth,"['Python', 'Jupyter Notebook']",1383,7874,1566,16,20,0,https://github.com/TheLastBen/fast-stable-diffusion,False,2,393.7
01-ai Yi,A series of large language models trained from scratch by developers @01-ai,"['Jupyter Notebook', 'Python', 'Other']",490,7848,543,12,44,0,https://github.com/01-ai/Yi,False,3,178.36
Arize-ai phoenix,AI Observability & Evaluation,"['Jupyter Notebook', 'Python', 'TypeScript', 'Shell', 'JavaScript', 'PLpgSQL', 'Other']",644,7843,6873,28,139,577,https://github.com/Arize-ai/phoenix,False,7,56.42
microsoft ailab,"Experience, Learn and Code the latest breakthrough innovations with Microsoft AI","['C#', 'JavaScript', 'HTML', 'TypeScript', 'Python', 'CSS', 'Other']",1395,7836,138,55,45,1,https://github.com/microsoft/ailab,False,7,174.13
lastmile-ai mcp-agent,Build effective agents using Model Context Protocol and simple workflow patterns,"['Python', 'Other']",784,7815,762,21,61,9,https://github.com/lastmile-ai/mcp-agent,True,2,128.11
Arindam200 awesome-ai-apps,"A collection of projects showcasing RAG, agents, workflows, and other AI use cases","['Python', 'Jupyter Notebook', 'TypeScript', 'HTML', 'Shell', 'Dockerfile']",953,7778,391,9,18,0,https://github.com/Arindam200/awesome-ai-apps,True,6,432.11
jomjol AI-on-the-edge-device,"Easy to use device for connecting ""old"" measuring units (water, power, gas, ...) to the digital world","['C++', 'C', 'HTML', 'CSS', 'JavaScript', 'Pascal', 'Other']",805,7765,2122,10,67,71,https://github.com/jomjol/AI-on-the-edge-device,False,7,115.9
jamez-bondos awesome-gpt4o-images,"Awesome curated collection of images and prompts generated by GPT-4o and gpt-image-1. Explore AI generated visuals created with ChatGPT and Sora, showcasing OpenAI’s advanced image generation capabilities.",['JavaScript'],1678,7752,129,1,6,0,https://github.com/jamez-bondos/awesome-gpt4o-images,False,1,1292.0
memochou1993 gpt-ai-assistant,OpenAI + LINE + Vercel = GPT AI Assistant,"['JavaScript', 'Dockerfile']",9874,7744,699,5,6,96,https://github.com/memochou1993/gpt-ai-assistant,False,2,1290.67
Tencent WeKnora,"LLM-powered framework for deep document understanding, semantic retrieval, and context-aware answers using RAG paradigm.","['Go', 'Vue', 'Python', 'TypeScript', 'Shell', 'Less', 'Other']",888,7734,163,3,16,5,https://github.com/Tencent/WeKnora,True,7,483.38
nhivp Awesome-Embedded,A curated list of awesome embedded programming.,[],1069,7716,124,0,26,0,https://github.com/nhivp/Awesome-Embedded,False,0,296.77
boson-ai higgs-audio,Text-audio foundation model from Boson AI,['Python'],570,7690,26,8,10,0,https://github.com/boson-ai/higgs-audio,False,1,769.0
kamens jQuery-menu-aim,jQuery plugin to fire events when user's cursor aims at particular dropdown menu items. For making responsive mega dropdowns like Amazon's.,['JavaScript'],1061,7656,32,20,0,0,https://github.com/kamens/jQuery-menu-aim,False,1,
nadermx backgroundremover,Background Remover lets you Remove Background from images and video using AI with a simple command line interface that is free and open source.,"['Python', 'Dockerfile']",629,7645,176,3,16,22,https://github.com/nadermx/backgroundremover,False,2,477.81
duixcom Duix-Mobile,🚀 The best real-time interactive AI avatar(digital human) with on-premise deployment and <1.5 s latency.,"['C++', 'C', 'Objective-C', 'Java', 'CMake', 'Objective-C++', 'Other']",1131,7644,599,0,9,3,https://github.com/duixcom/Duix-Mobile,False,7,849.33
sweepai sweep,Sweep: AI coding assistant for JetBrains,"['Jupyter Notebook', 'Python', 'TypeScript', 'Shell', 'CSS', 'JavaScript', 'Other']",452,7610,10258,507,35,4,https://github.com/sweepai/sweep,False,7,217.43
ahmedbahaaeldin From-0-to-Research-Scientist-resources-guide,Detailed and tailored guide for undergraduate students or anybody want to dig deep into the field of AI with solid foundation.,[],1077,7585,101,1,3,0,https://github.com/ahmedbahaaeldin/From-0-to-Research-Scientist-resources-guide,False,0,2528.33
Project-MONAI MONAI,AI Toolkit for Healthcare Imaging,"['Python', 'C++', 'Cuda', 'Other']",1361,7565,3295,100,252,22,https://github.com/Project-MONAI/MONAI,False,4,30.02
openlm-research open_llama,"OpenLLaMA, a permissively licensed open source reproduction of Meta AI’s LLaMA 7B trained on the RedPajama dataset",[],405,7527,19,3,2,0,https://github.com/openlm-research/open_llama,False,0,3763.5
assistant-ui assistant-ui,Typescript/React Library for AI Chat💬🚀,"['TypeScript', 'MDX', 'Python', 'CSS', 'HTML', 'JavaScript', 'Shell']",813,7523,2348,16,106,1132,https://github.com/assistant-ui/assistant-ui,False,7,70.97
openai universe,"Universe: a software platform for measuring and training an AI's general intelligence across the world's supply of games, websites and other applications.","['Python', 'Makefile']",959,7514,210,0,23,2,https://github.com/openai/universe,False,2,326.7
SciPhi-AI R2R,SoTA production-ready AI retrieval system. Agentic Retrieval-Augmented Generation (RAG) with a RESTful API.,"['Python', 'TypeScript', 'CSS', 'Shell', 'JavaScript', 'Dockerfile']",616,7500,2096,8,70,83,https://github.com/SciPhi-AI/R2R,True,6,107.14
Azure-Samples azure-search-openai-demo,"A sample app for the Retrieval-Augmented Generation pattern running in Azure, using Azure AI Search for retrieval and Azure OpenAI large language models to power ChatGPT-style and Q&A experiences.","['Python', 'TypeScript', 'Bicep', 'CSS', 'PowerShell', 'Shell']",5111,7470,831,40,115,92,https://github.com/Azure-Samples/azure-search-openai-demo,False,6,64.96
ostris ai-toolkit,The ultimate training toolkit for finetuning diffusion models,"['Python', 'TypeScript', 'Jupyter Notebook', 'Shell', 'Dockerfile', 'CSS']",913,7465,926,75,10,0,https://github.com/ostris/ai-toolkit,False,6,746.5
YaoApp yao,"✨ Yao is an all-in-one application engine that enables developers to create web apps, REST APIs, business applications, and more, with AI as a development partner.","['Go', 'TypeScript', 'Makefile', 'Dockerfile', 'Shell', 'HTML']",680,7461,3224,0,9,6,https://github.com/YaoApp/yao,False,6,829.0
firerpa lamda,"The most powerful Android RPA agent framework, next generation of mobile automation robots.","['Python', 'C', 'Shell', 'Other']",1005,7440,118,1,0,57,https://github.com/firerpa/lamda,True,4,
recastnavigation recastnavigation,Industry-standard navigation-mesh toolset for games,"['C++', 'C', 'Other']",1740,7423,870,27,78,3,https://github.com/recastnavigation/recastnavigation,False,3,95.17
bytedance flowgram.ai,"FlowGram is an extensible workflow development framework with built-in canvas, form, variable, and materials that helps developers build AI workflow platforms faster and simpler.","['TypeScript', 'MDX', 'JavaScript', 'CSS', 'Less', 'Python']",625,7371,714,2,26,88,https://github.com/bytedance/flowgram.ai,True,6,283.5
open-mmlab mmagic,"OpenMMLab Multimodal Advanced, Generative, and Intelligent Creation Toolbox. Unlock the magic 🪄: Generative-AI (AIGC), easy-to-use APIs, awsome model zoo, diffusion models, for text-to-image generation, image/video restoration/enhancement, etc.","['Jupyter Notebook', 'Python', 'Other']",1099,7340,1927,8,123,28,https://github.com/open-mmlab/mmagic,False,3,59.67
v1s1t0r1sh3r3 airgeddon,This is a multi-use bash script for Linux systems to audit wireless networks.,"['Shell', 'Dockerfile']",1267,7339,3392,0,37,112,https://github.com/v1s1t0r1sh3r3/airgeddon,False,2,198.35
daviddao awful-ai,😈Awful AI is a curated list to track current scary usages of AI - hoping to raise awareness,[],251,7337,76,5,19,1,https://github.com/daviddao/awful-ai,False,0,386.16
linyqh NarratoAI,利用AI大模型，一键解说并剪辑视频； Using AI models to automatically provide commentary and edit videos with a single click.,"['Python', 'Other']",932,7321,330,2,4,20,https://github.com/linyqh/NarratoAI,False,2,1830.25
n4ze3m page-assist,Use your locally running AI models to assist you in your web browsing,"['TypeScript', 'Other']",673,7321,995,4,33,76,https://github.com/n4ze3m/page-assist,False,2,221.85
alibaba spring-ai-alibaba,Agentic AI Framework for Java Developers,"['Java', 'TypeScript', 'Python', 'HTML', 'Makefile', 'CSS', 'JavaScript']",1566,7305,2976,17,189,13,https://github.com/alibaba/spring-ai-alibaba,False,7,38.65
blinkospace blinko,"An open-source, self-hosted personal AI note tool prioritizing privacy, built using TypeScript .","['TypeScript', 'Rust', 'CSS', 'Kotlin', 'JavaScript', 'Shell', 'Other']",532,7301,1913,2,54,436,https://github.com/blinkospace/blinko,False,7,135.2
spring-projects spring-ai,An Application Framework for AI Engineering,"['Java', 'Kotlin', 'Mustache', 'Smalltalk', 'Shell', 'ANTLR']",2090,7299,3028,212,419,9,https://github.com/spring-projects/spring-ai,False,6,17.42
google-deepmind lab,A customisable 3D platform for agent-based AI research,"['C', 'Lua', 'C++', 'GLSL', 'Python', 'ShaderLab', 'Other']",1391,7288,509,4,7,8,https://github.com/google-deepmind/lab,True,7,1041.14
BasedHardware omi,"AI wearables. Put it on, speak, transcribe, automatically","['C', 'Dart', 'Python', 'C++', 'TypeScript', 'JavaScript', 'Other']",1249,7279,8819,15,157,107,https://github.com/BasedHardware/omi,False,7,46.36
alirezadir Machine-Learning-Interviews,This repo is meant to serve as a guide for Machine Learning/AI technical interviews.,['Jupyter Notebook'],1317,7271,133,5,10,0,https://github.com/alirezadir/Machine-Learning-Interviews,False,1,727.1
apify crawlee-python,"Crawlee—A web scraping and browser automation library for Python to build reliable crawlers. Extract data for AI, LLMs, RAG, or GPTs. Download HTML, PDF, JPG, PNG, and other files from websites. Works with BeautifulSoup, Playwright, and raw HTTP. Both headful and headless mode. With proxy rotation.","['Python', 'JavaScript', 'CSS', 'Lua', 'Dockerfile', 'Makefile']",524,7248,1230,9,38,51,https://github.com/apify/crawlee-python,True,6,190.74
microsoft Mastering-GitHub-Copilot-for-Paired-Programming,A multi-module course teaching everything you need to know about using GitHub Copilot as an AI Peer Programming resource.,['Python'],1565,7224,361,0,16,0,https://github.com/microsoft/Mastering-GitHub-Copilot-for-Paired-Programming,False,1,451.5
k8sgpt-ai k8sgpt,Giving Kubernetes Superpowers to everyone,"['Go', 'Other']",902,7187,1349,36,110,96,https://github.com/k8sgpt-ai/k8sgpt,False,2,65.34
coroot coroot,"Coroot is an open-source observability and APM tool with AI-powered Root Cause Analysis. It combines metrics, logs, traces, continuous profiling, and SLO-based alerting with predefined dashboards and inspections.","['Go', 'Vue', 'JavaScript', 'CSS', 'Shell', 'Dockerfile', 'Other']",331,7187,1188,2,26,224,https://github.com/coroot/coroot,False,7,276.42
AbdullahAlfaraj Auto-Photoshop-StableDiffusion-Plugin,A user-friendly plug-in that makes it easy to generate stable diffusion images inside Photoshop using either Automatic or ComfyUI as a backend.,"['TypeScript', 'JavaScript', 'HTML', 'Python', 'Shell', 'CSS', 'Batchfile']",530,7184,1368,11,18,11,https://github.com/AbdullahAlfaraj/Auto-Photoshop-StableDiffusion-Plugin,False,7,399.11
CVHub520 X-AnyLabeling,Effortless data labeling with AI support from Segment Anything and other awesome models.,"['Python', 'Cuda', 'Other']",796,7151,1151,1,34,49,https://github.com/CVHub520/X-AnyLabeling,False,3,210.32
awslabs agent-squad,Flexible and powerful framework for managing multiple AI agents and handling complex conversations,"['Python', 'TypeScript']",654,7108,1109,35,25,17,https://github.com/awslabs/agent-squad,False,2,284.32
idosal git-mcp,"Put an end to code hallucinations! GitMCP is a free, open-source, remote MCP server for any GitHub project","['TypeScript', 'CSS', 'JavaScript']",594,7089,272,14,15,0,https://github.com/idosal/git-mcp,False,3,472.6
FunAudioLLM SenseVoice,Multilingual Voice Understanding Model,"['Python', 'Shell']",652,7086,97,5,14,0,https://github.com/FunAudioLLM/SenseVoice,False,2,506.14
humanlayer humanlayer,The best way to get AI coding agents to solve hard problems in complex codebases.,"['TypeScript', 'Go', 'CSS', 'JavaScript', 'Rust', 'Shell', 'Other']",583,7061,2087,15,30,291,https://github.com/humanlayer/humanlayer,False,7,235.37
GoogleCloudPlatform kubectl-ai,AI powered Kubernetes Assistant,"['Go', 'Shell', 'HTML', 'Other']",643,7051,407,38,53,28,https://github.com/GoogleCloudPlatform/kubectl-ai,False,4,133.04
di-sukharev opencommit,"top #1 and most feature rich GPT wrapper for git — generate commit messages with an LLM in 1 sec — works best with Claude or GPT, supports local models too","['JavaScript', 'TypeScript']",400,7049,590,25,96,3,https://github.com/di-sukharev/opencommit,True,2,73.43
wzpan wukong-robot,🤖 wukong-robot 是一个简单、灵活、优雅的中文语音对话机器人/智能音箱项目，支持ChatGPT多轮对话能力，还可能是首个支持脑机交互的开源智能音箱项目。,"['Python', 'HTML', 'JavaScript', 'CSS', 'Other']",1406,7046,593,2,19,0,https://github.com/wzpan/wukong-robot,False,5,370.84
ValueCell-ai valuecell,"ValueCell is a community-driven, multi-agent platform for financial applications.","['Python', 'TypeScript', 'Rust', 'PowerShell', 'Shell', 'CSS']",1222,7044,379,9,16,14,https://github.com/ValueCell-ai/valuecell,True,6,440.25
